ACT Symbol,Security Name,Exchange,CQS Symbol,ETF,Round Lot Size,Test Issue,NASDAQ Symbol
PSTL,"Postal Realty Trust, Inc. Class A Common Stock",N,PSTL,N,100.0,N,PSTL
PSX,Phillips 66 Common Stock,N,PSX,N,100.0,N,PSX
PTA,Cohen & Steers Tax-Advantaged Preferred Securities and Income Fund Common Shares of Beneficial Interest,N,PTA,N,100.0,N,PTA
PTY,Pimco Corporate & Income Opportunity Fund,N,PTY,N,100.0,N,PTY
PUK,Prudential Public Limited Company Common Stock,N,PUK,N,100.0,N,PUK
PUMP,ProPetro Holding Corp. Common Stock,N,PUMP,N,100.0,N,PUMP
PVH,PVH Corp. Common Stock,N,PVH,N,100.0,N,PVH
PVL,Permianville Royalty Trust Trust Units ,N,PVL,N,100.0,N,PVL
PWR,"Quanta Services, Inc. Common Stock",N,PWR,N,100.0,N,PWR
PX,"P10, Inc. Class A Common Stock",N,PX,N,100.0,N,PX
PYT,PPlus Tr GSC-2 Tr Ctf Fltg Rate,N,PYT,N,100.0,N,PYT
QBTS,D-Wave Quantum Inc. Common Shares,N,QBTS,N,100.0,N,QBTS
QBTS.W,"D-Wave Quantum Inc. Warrants, each whole warrant exercisable for 1.4541326 Common Shares at an exercise price of $11.50",N,QBTS.WS,N,100.0,N,QBTS+
QD,"Qudian Inc. American Depositary Shares, each representing one Class A Ordinary Share",N,QD,N,100.0,N,QD
QGEN,Qiagen N.V. Common Shares,N,QGEN,N,100.0,N,QGEN
QS,QuantumScape Corporation Class A Common Stock,N,QS,N,100.0,N,QS
QSR,Restaurant Brands International Inc. Common Shares,N,QSR,N,100.0,N,QSR
QTWO,"Q2 Holdings, Inc. Common Stock",N,QTWO,N,100.0,N,QTWO
QUAD,"Quad Graphics, Inc Class A Common Stock",N,QUAD,N,100.0,N,QUAD
QVCC,"QVC, Inc. 6.250% Senior Secured Notes due 2068",N,QVCC,N,100.0,N,QVCC
QVCD,"QVC, Inc. 6.375% Senior Secured Notes due 2067",N,QVCD,N,100.0,N,QVCD
QXO,"QXO, Inc. Common Stock",N,QXO,N,100.0,N,QXO
QXO$B,"QXO, Inc.  Depositary Shares, each representing a 1/20th interest in a share of 5.50% Series B Mandatory Convertible Preferred Stock",N,QXOpB,N,100.0,N,QXO-B
R,"Ryder System, Inc. Common Stock",N,R,N,100.0,N,R
RA,Brookfield Real Assets Income Fund Inc. Common Stock,N,RA,N,100.0,N,RA
RAC,Rithm Acquisition Corp. Class A Ordinary Shares,N,RAC,N,100.0,N,RAC
RAC.U,Rithm Acquisition Corp. Units (each consists of one Class A Ordinary Share and one-third of one redeemable Warrant),N,RAC.U,N,100.0,N,RAC=
RAC.W,"Rithm Acquisition Corp. Redeemable warrants, each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50",N,RAC.WS,N,100.0,N,RAC+
RACE,Ferrari N.V. Common Shares,N,RACE,N,100.0,N,RACE
RAL,Ralliant Corporation Common Stock,N,RAL,N,100.0,N,RAL
RAMP,"LiveRamp Holdings, Inc. Common Stock",N,RAMP,N,100.0,N,RAMP
RBA,"RB Global, Inc. Common Stock",N,RBA,N,100.0,N,RBA
RBC,RBC Bearings Incorporated Common Stock,N,RBC,N,100.0,N,RBC
RBLX,Roblox Corporation Class A Common Stock,N,RBLX,N,100.0,N,RBLX
RBOT,Vicarious Surgical Inc. Class A Common Stock,N,RBOT,N,100.0,N,RBOT
RBOT.W,"Vicarious Surgical Inc. Warrants, each whole warrant exercisable for one share of Class A Common Stock at an exercise price of $11.50 per share",N,RBOT.WS,N,100.0,N,RBOT+
RBRK,"Rubrik, Inc. Class A Common Stock",N,RBRK,N,100.0,N,RBRK
RC,Ready Capital Corporation Common Stock,N,RC,N,100.0,N,RC
RC$C,Ready Capital Corporation 6.25% Series C Cumulative Convertible Preferred Stock,N,RCpC,N,100.0,N,RC-C
RC$E,Ready Capital Corporation 6.50% Series E Cumulative Redeemable Preferred Stock,N,RCpE,N,100.0,N,RC-E
RCB,Ready Capital Corporation 6.20% Senior Notes due 2026,N,RCB,N,100.0,N,RCB
RCC,Ready Capital Corporation 5.75% Senior Notes due 2026,N,RCC,N,100.0,N,RCC
RCD,Ready Capital Corporation 9.00% Senior Notes due 2029,N,RCD,N,100.0,N,RCD
RCI,"Rogers Communication, Inc. Common Stock",N,RCI,N,100.0,N,RCI
RCL,Royal Caribbean Cruises Ltd. Common Stock,N,RCL,N,100.0,N,RCL
RCS,"PIMCO Strategic Income Fund, Inc.",N,RCS,N,100.0,N,RCS
RCUS,"Arcus Biosciences, Inc. Common Stock",N,RCUS,N,100.0,N,RCUS
RDDT,"Reddit, Inc. Class A Common Stock",N,RDDT,N,100.0,N,RDDT
RDN,Radian Group Inc. Common Stock,N,RDN,N,100.0,N,RDN
RDW,Redwire Corporation Common Stock,N,RDW,N,100.0,N,RDW
RDY,Dr. Reddy's Laboratories Ltd Common Stock,N,RDY,N,100.0,N,RDY
RELX,RELX PLC PLC American Depositary Shares (Each representing One Ordinary Share),N,RELX,N,100.0,N,RELX
RERE,ATRenew Inc. American Depositary Shares (every three of which representing two Class A ordinary shares),N,RERE,N,100.0,N,RERE
RES,"RPC, Inc. Common Stock",N,RES,N,100.0,N,RES
REVG,"REV Group, Inc. Common Stock",N,REVG,N,100.0,N,REVG
REX,REX American Resources Corporation,N,REX,N,100.0,N,REX
REXR,"Rexford Industrial Realty, Inc. Common Stock",N,REXR,N,100.0,N,REXR
REXR$B,"Rexford Industrial Realty, Inc. 5.875% Series B Cumulative Redeemable Preferred Stock",N,REXRpB,N,100.0,N,REXR-B
REXR$C,"Rexford Industrial Realty, Inc. 5.625% Series C Cumulative Redeemable Preferred Stock, par value $0.01 per share",N,REXRpC,N,100.0,N,REXR-C
REZI,"Resideo Technologies, Inc. Common Stock ",N,REZI,N,100.0,N,REZI
RF,Regions Financial Corporation Common Stock,N,RF,N,100.0,N,RF
RF$C,"Regions Financial Corporation Depositary Shares, each Representing a 1/40th Interest in a  Share of 5.700% Fixed-to-Floating Rate Non-Cumulative  Perpetual Preferred Stock, Series C",N,RFpC,N,100.0,N,RF-C
RF$E,"Regions Financial Corporation Depositary Shares, Each Representing a 1/40th Interest in a Share of 4.45% Non-Cumulative Perpetual Preferred Stock, Series E",N,RFpE,N,100.0,N,RF-E
RF$F,"Regions Financial Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of Non-Cumulative Perpetual Preferred Stock, Series F",N,RFpF,N,100.0,N,RF-F
RFI,"Cohen & Steers Total Return Realty Fund, Inc. Common Stock",N,RFI,N,100.0,N,RFI
RFL,"Rafael Holdings, Inc. Class B Common Stock",N,RFL,N,100.0,N,RFL
RFL.W,"Rafael Holdings, Inc. Warrants to Purchase Shares of Class B Common Stock",N,RFL.WS,N,100.0,N,RFL+
RFM,"RiverNorth Flexible Municipal Income Fund, Inc. Common Stock",N,RFM,N,100.0,N,RFM
RFMZ,"RiverNorth Flexible Municipal Income Fund II, Inc. Common Stock",N,RFMZ,N,100.0,N,RFMZ
RGA,"Reinsurance Group of America, Incorporated Common Stock",N,RGA,N,100.0,N,RGA
RGR,"Sturm, Ruger & Company, Inc. Common Stock",N,RGR,N,100.0,N,RGR
RGT,"Royce Global Trust, Inc. Common Stock",N,RGT,N,100.0,N,RGT
RH,RH Common Stock,N,RH,N,100.0,N,RH
RHI,Robert Half Inc. Common Stock,N,RHI,N,100.0,N,RHI
RHLD,Resolute Holdings Management Common Stock ,N,RHLD,N,100.0,N,RHLD
RHP,"Ryman Hospitality Properties, Inc. (REIT)",N,RHP,N,100.0,N,RHP
RIG,Transocean Ltd (Switzerland) Common Stock,N,RIG,N,100.0,N,RIG
RIO,Rio Tinto Plc Common Stock,N,RIO,N,100.0,N,RIO
RITM,Rithm Capital Corp. Common Stock,N,RITM,N,100.0,N,RITM
RITM$A,Rithm Capital Corp. 7.50% Series A Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,N,RITMpA,N,100.0,N,RITM-A
RITM$B,Rithm Capital Corp. 7.125% Series B Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,N,RITMpB,N,100.0,N,RITM-B
RITM$C,Rithm Capital Corp. 6.375% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,N,RITMpC,N,100.0,N,RITM-C
RITM$D,Rithm Capital Corp. 7.00% Fixed-Rate Reset Series D Cumulative Redeemable Preferred Stock,N,RITMpD,N,100.0,N,RITM-D
RITM$E,Rithm Capital Corp. 8.75% Series E Fixed-Rate Cumulative Redeemable Preferred Stock,N,RITMpE,N,100.0,N,RITM-E
RIV,"RiverNorth Opportunities Fund, Inc. Common Stock",N,RIV,N,100.0,N,RIV
RIV$A,"RiverNorth Opportunities Fund, Inc. 6.00% Series A Perpetual Preferred Stock",N,RIVpA,N,100.0,N,RIV-A
RIV.R,"RiverNorth Opportunities Fund, Inc. Rights (expiring October 6, 2025) Rights",N,RIVr,N,100.0,N,RIV^
RJF,"Raymond James Financial, Inc. Common Stock",N,RJF,N,100.0,N,RJF
RJF$B,"Raymond James Financial, Inc. Depositary Shares, each representing a 1/40th interest in a share of 6.375% Fixed-to-Floating Rate Series B Non-Cumulative Perpetual Preferred Stock",N,RJFpB,N,100.0,N,RJF-B
RKT,"Rocket Companies, Inc. Class A Common Stock",N,RKT,N,100.0,N,RKT
RL,Ralph Lauren Corporation Common Stock,N,RL,N,100.0,N,RL
RLI,RLI Corp. Common Stock (DE),N,RLI,N,100.0,N,RLI
RLJ,RLJ Lodging Trust Common Shares of Beneficial Interest $0.01 par value,N,RLJ,N,100.0,N,RLJ
RLJ$A,RLJ Lodging Trust $1.95 Series A Cumulative Convertible  Preferred Shares,N,RLJpA,N,100.0,N,RLJ-A
RLTY,Cohen & Steers Real Estate Opportunities and Income Fund Common Shares of Beneficial Interest,N,RLTY,N,100.0,N,RLTY
RLX,"RLX Technology Inc. American Depositary Shares, each representing the right to receive one (1) Class A ordinary share",N,RLX,N,100.0,N,RLX
RM,Regional Management Corp. Common Stock,N,RM,N,100.0,N,RM
RMAX,"RE/MAX Holdings, Inc. Class A Common Stock",N,RMAX,N,100.0,N,RMAX
RMD,ResMed Inc. Common Stock,N,RMD,N,100.0,N,RMD
RMI,"RiverNorth Opportunistic Municipal Income Fund, Inc. Common Stock",N,RMI,N,100.0,N,RMI
RMM,"RiverNorth Managed Duration Municipal Income Fund, Inc. Common Stock",N,RMM,N,100.0,N,RMM
RMMZ,"RiverNorth Managed Duration Municipal Income Fund II, Inc. Common Stock",N,RMMZ,N,100.0,N,RMMZ
RMT,"Royce Micro-Cap Trust, Inc. Common Stock",N,RMT,N,100.0,N,RMT
RNG,"RingCentral, Inc. Class A Common Stock",N,RNG,N,100.0,N,RNG
RNGR,"Ranger Energy Services, Inc. Class A Common Stock",N,RNGR,N,100.0,N,RNGR
RNP,"Cohen & Steers REIT and Preferred and Income Fund, Inc. Common Shares",N,RNP,N,100.0,N,RNP
RNR,RenaissanceRe Holdings Ltd. Common Stock,N,RNR,N,100.0,N,RNR
RNR$F,"RenaissanceRe Holdings Ltd. Depositary Shares, each Representing a 1/1,000th Interest in a 5.750% Series F Preference Share",N,RNRpF,N,100.0,N,RNR-F
RNR$G,"RenaissanceRe Holdings Ltd. Depositary Shares, each representing a 1/1,000th interest in a share of 4.20% Series G Preference Shares",N,RNRpG,N,100.0,N,RNR-G
RNST,Renasant Corporation Common Stock,N,RNST,N,100.0,N,RNST
ROG,Rogers Corporation Common Stock,N,ROG,N,100.0,N,ROG
ROK,"Rockwell Automation, Inc. Common Stock",N,ROK,N,100.0,N,ROK
ROL,"Rollins, Inc. Common Stock",N,ROL,N,100.0,N,ROL
RPM,RPM International Inc. Common Stock,N,RPM,N,100.0,N,RPM
RPT,Rithm Property Trust Inc. Common stock,N,RPT,N,100.0,N,RPT
RPT$C,Rithm Property Trust Inc. 9.875% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,N,RPTpC,N,100.0,N,RPT-C
RQI,Cohen & Steers Quality Income Realty Fund Inc Common Shares,N,RQI,N,100.0,N,RQI
RRC,Range Resources Corporation Common Stock,N,RRC,N,100.0,N,RRC
RRX,Regal Rexnord Corporation Common Stock,N,RRX,N,100.0,N,RRX
RS,"Reliance, Inc. Common Stock",N,RS,N,100.0,N,RS
RSF,RiverNorth Capital and Income Fund Common Stock,N,RSF,N,100.0,N,RSF
RSG,"Republic Services, Inc. Common Stock",N,RSG,N,100.0,N,RSG
RSI,"Rush Street Interactive, Inc. Class A Common Stock",N,RSI,N,100.0,N,RSI
RSKD,Riskified Ltd. Class A Ordinary Shares,N,RSKD,N,100.0,N,RSKD
RTO,Rentokil Initial plc American Depositary Shares (each representing five (5) Ordinary Shares),N,RTO,N,100.0,N,RTO
RTX,RTX Corporation Common Stock,N,RTX,N,100.0,N,RTX
RVLV,"Revolve Group, Inc. Class A Common Stock",N,RVLV,N,100.0,N,RVLV
RVT,"Royce Small-Cap Trust, Inc. Common Stock",N,RVT,N,100.0,N,RVT
RVTY,"Revvity, Inc. Common Stock",N,RVTY,N,100.0,N,RVTY
RWT,"Redwood Trust, Inc. Common Stock",N,RWT,N,100.0,N,RWT
RWT$A,"Redwood Trust, Inc. 10.00% Series A Fixed-Rate Reset Cumulative Redeemable Preferred Stock",N,RWTpA,N,100.0,N,RWT-A
RWTN,"Redwood Trust, Inc. 9.125% Senior Notes Due 2029",N,RWTN,N,100.0,N,RWTN
RWTO,"Redwood Trust, Inc. 9.00% Senior Notes Due 2029",N,RWTO,N,100.0,N,RWTO
RWTP,"Redwood Trust, Inc. 9.125% Senior Notes Due 2030",N,RWTP,N,100.0,N,RWTP
RXO,"RXO, Inc. Common Stock",N,RXO,N,100.0,N,RXO
RY,Royal Bank Of Canada Common Stock,N,RY,N,100.0,N,RY
RYAM,Rayonier Advanced Materials Inc. Common Stock,N,RYAM,N,100.0,N,RYAM
RYAN,"Ryan Specialty Holdings, Inc. Class A Common Stock",N,RYAN,N,100.0,N,RYAN
RYI,Ryerson Holding Corporation Common Stock,N,RYI,N,100.0,N,RYI
RYN,Rayonier Inc. REIT Common Stock,N,RYN,N,100.0,N,RYN
RZB,"Reinsurance Group of America, Incorporated 5.75% Fixed-To-Floating Rate Subordinated Debentures due 2056",N,RZB,N,100.0,N,RZB
RZC,"Reinsurance Group of America, Incorporated 7.125% Fixed-Rate Reset Subordinated Debentures due 2052",N,RZC,N,100.0,N,RZC
S,"SentinelOne, Inc. Class A Common Stock",N,S,N,100.0,N,S
SA,"Seabridge Gold, Inc. Ordinary Shares (Canada)",N,SA,N,100.0,N,SA
SABA,Saba Capital Income & Opportunities Fund II Shares of Beneficial Interest,N,SABA,N,100.0,N,SABA
SAFE,Safehold Inc. New Common Stock ,N,SAFE,N,100.0,N,SAFE
SAH,"Sonic Automotive, Inc. Common Stock",N,SAH,N,100.0,N,SAH
SAJ,Saratoga Investment Corp 8.00% Notes due 2027,N,SAJ,N,100.0,N,SAJ
SAM,"Boston Beer Company, Inc. (The) Common Stock",N,SAM,N,100.0,N,SAM
SAN,"Banco Santander, S.A. Sponsored ADR (Spain)",N,SAN,N,100.0,N,SAN
SAND,Sandstorm Gold Ltd. Ordinary Shares (Canada),N,SAND,N,100.0,N,SAND
SAP,SAP  SE ADS,N,SAP,N,100.0,N,SAP
SAR,Saratoga Investment Corp New,N,SAR,N,100.0,N,SAR
SARO,"StandardAero, Inc. Common Stock",N,SARO,N,100.0,N,SARO
SAT,Saratoga Investment Corp 6.00% Notes due 2027,N,SAT,N,100.0,N,SAT
SAY,Saratoga Investment Corp 8.125% Notes due 2027,N,SAY,N,100.0,N,SAY
SAZ,Saratoga Investment Corp 8.50% Notes due 2028,N,SAZ,N,100.0,N,SAZ
SB,"Safe Bulkers, Inc Common Stock ($0.001 par value)",N,SB,N,100.0,N,SB
SB$C,"Safe Bulkers, Inc Cumulative Redeemable Perpetual Preferred Series C (Marshall Islands)",N,SBpC,N,100.0,N,SB-C
SB$D,"Safe Bulkers, Inc Perpetual Preferred Series D (Marshall Islands)",N,SBpD,N,100.0,N,SB-D
SBDS,"Solo Brands, Inc. Class A Common Stock",N,SBDS,N,100.0,N,SBDS
SBH,"Sally Beauty Holdings, Inc. (Name to be changed from Sally Holdings, Inc.) Common Stock",N,SBH,N,100.0,N,SBH
SBI,Western Asset Intermediate Muni Fund Inc Common Stock,N,SBI,N,100.0,N,SBI
SBR,Sabine Royalty Trust Common Stock,N,SBR,N,100.0,N,SBR
SBS,Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp American Depositary Shares (Each repstg 250 Common Shares),N,SBS,N,100.0,N,SBS
SBSI,"Southside Bancshares, Inc. Common Stock",N,SBSI,N,100.0,N,SBSI
SBSW,D/B/A Sibanye-Stillwater Limited ADS,N,SBSW,N,100.0,N,SBSW
SBXD,SilverBox Corp IV Class A Ordinary Shares,N,SBXD,N,100.0,N,SBXD
SBXD.U,"SilverBox Corp IV Units, each consisting of one Class A ordinary share and one-third of one redeemable warrant",N,SBXD.U,N,100.0,N,SBXD=
SBXD.W,"SilverBox Corp IV Redeemable warrants, each whole warrant exercisable for one Class A Ordinary Share at an exercise price of $11.50",N,SBXD.WS,N,100.0,N,SBXD+
SCCO,Southern Copper Corporation Common Stock,N,SCCO,N,100.0,N,SCCO
SCD,LMP Capital and Income Fund Inc. Common Stock,N,SCD,N,100.0,N,SCD
SCE$G,SCE Trust II Trust Preferred Securities,N,SCEpG,N,100.0,N,SCE-G
SCE$J,Southern California Edison Company 5.375% Fixed-to-Floating Rate Trust Preference Securities,N,SCEpJ,N,100.0,N,SCE-J
SCE$K,Southern California Edison Company 5.45% Fixed-to-Floating Rate Trust Preference Securities,N,SCEpK,N,100.0,N,SCE-K
SCE$L,SCE TRUST VI,N,SCEpL,N,100.0,N,SCE-L
SCE$M,SCE Trust VII 7.50% Trust Preference Securities,N,SCEpM,N,100.0,N,SCE-M
SCE$N,SCE Trust VIII 6.95% Trust Preference Securities,N,SCEpN,N,100.0,N,SCE-N
SCHW,Charles Schwab Corporation (The) Common Stock,N,SCHW,N,100.0,N,SCHW
SCHW$D,"The Charles Schwab Corporation Depositary Shares each representing 1/40th interest in a share of 5.95% Non-Cumulative Perpetual Preferred Stock, Series D",N,SCHWpD,N,100.0,N,SCHW-D
SCHW$J,"The Charles Schwab Corporation Depositary Shares, Each Representing a 1/40th Interest in a Share of 4.450% Non-Cumulative Perpetual Preferred Stock, Series J",N,SCHWpJ,N,100.0,N,SCHW-J
SCI,Service Corporation International Common Stock,N,SCI,N,100.0,N,SCI
SCL,Stepan Company Common Stock,N,SCL,N,100.0,N,SCL
SCM,Stellus Capital Investment Corporation Common Stock,N,SCM,N,100.0,N,SCM
SCS,Steelcase Inc. Common Stock,N,SCS,N,100.0,N,SCS
SD,"SandRidge Energy, Inc. Common Stock",N,SD,N,100.0,N,SD
SDHC,Smith Douglas Homes Corp. Class A Common Stock,N,SDHC,N,100.0,N,SDHC
SDHY,PGIM Short Duration High Yield Opportunities Fund Common Shares,N,SDHY,N,100.0,N,SDHY
SDRL,Seadrill Limited Common Shares,N,SDRL,N,100.0,N,SDRL
SE,"Sea Limited American Depositary Shares, each representing one Class A Ordinary Share",N,SE,N,100.0,N,SE
SEAL$A,Seapeak LLC 9.00% Series A Cumulative Redeemable Perpetual Preferred Units,N,SEALpA,N,100.0,N,SEAL-A
SEAL$B,Seapeak LLC 8.50% Series B Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units,N,SEALpB,N,100.0,N,SEAL-B
SEE,Sealed Air Corporation Common Stock,N,SEE,N,100.0,N,SEE
SEG,Seaport Entertainment Group Inc. Common Stock,N,SEG,N,100.0,N,SEG
SEI,"Solaris Energy Infrastructure, Inc. Class A Common Stock",N,SEI,N,100.0,N,SEI
SEM,Select Medical Holdings Corporation Common Stock,N,SEM,N,100.0,N,SEM
SEMR,"SEMrush Holdings, Inc. Class A Common Stock",N,SEMR,N,100.0,N,SEMR
SES,SES AI Corporation Class A Common Stock,N,SES,N,100.0,N,SES
SES.W,"SES AI Corporation Warrants, each whole warrant exercisable for one share of Class A Common Stock at an exercise price of $11.50 per share",N,SES.WS,N,100.0,N,SES+
SF,Stifel Financial Corporation Common Stock,N,SF,N,100.0,N,SF
SF$B,"Stifel Financial Corporation Depositary Shares, Each Representing 1/1,000th  Interest in a Share of 6.25% Non-Cumulative  Preferred Stock, Series B",N,SFpB,N,100.0,N,SF-B
SF$C,"Stifel Financial Corporation Depositary Shares, Each Representing 1/1,000th Interest in a Share of 6.125% Non Cumulative Preferred Stock, Series C",N,SFpC,N,100.0,N,SF-C
SF$D,"Stifel Financial Corporation Depositary Shares, Each Representing 1/1,000th Interest in a Share of 4.50% Non-Cumulative Preferred Stock, Series D",N,SFpD,N,100.0,N,SF-D
SFB,Stifel Financial Corporation 5.20% Senior Notes due 2047,N,SFB,N,100.0,N,SFB
SFBS,"ServisFirst Bancshares, Inc. Common Stock",N,SFBS,N,100.0,N,SFBS
SFL,SFL Corporation Ltd,N,SFL,N,100.0,N,SFL
SG,"Sweetgreen, Inc. Class A Common Stock",N,SG,N,100.0,N,SG
SGHC,Super Group (SGHC) Limited Ordinary Shares,N,SGHC,N,100.0,N,SGHC
SGI,Somnigroup International Inc. Common Stock,N,SGI,N,100.0,N,SGI
SGU,Star Group L.P. Common Stock,N,SGU,N,100.0,N,SGU
SHAK,"Shake Shack, Inc. Class A Common Stock",N,SHAK,N,100.0,N,SHAK
SHCO,Soho House & Co Inc. Class A Common Stock,N,SHCO,N,100.0,N,SHCO
SHEL,Shell PLC American Depositary Shares (each representing two (2) Ordinary Shares) ,N,SHEL,N,100.0,N,SHEL
SHG,Shinhan Financial Group Co Ltd American Depositary Shares,N,SHG,N,100.0,N,SHG
SHO,"Sunstone Hotel Investors, Inc. Sunstone Hotel Investors, Inc. Common Shares",N,SHO,N,100.0,N,SHO
SHO$H,"Sunstone Hotel Investors, Inc. 6.125% Series H Cumulative Redeemable Preferred Stock",N,SHOpH,N,100.0,N,SHO-H
SHO$I,"Sunstone Hotel Investors, Inc. 5.70% Series I Cumulative Redeemable Preferred Stock",N,SHOpI,N,100.0,N,SHO-I
SHOC,EA Series Trust Strive U.S. Semiconductor ETF,N,SHOC,Y,100.0,N,SHOC
SHW,Sherwin-Williams Company (The) Common Stock,N,SHW,N,100.0,N,SHW
SI,"Shoulder Innovations, Inc. Common Stock",N,SI,N,100.0,N,SI
SID,Companhia Siderurgica Nacional S.A. Common Stock,N,SID,N,100.0,N,SID
SIG,Signet Jewelers Limited Common Shares,N,SIG,N,100.0,N,SIG
SII,Sprott Inc. Common Shares,N,SII,N,100.0,N,SII
SILA,"Sila Realty Trust, Inc. Common Stock",N,SILA,N,100.0,N,SILA
SITC,SITE Centers Corp. Common Stock,N,SITC,N,100.0,N,SITC
SITE,"SiteOne Landscape Supply, Inc. Common Stock",N,SITE,N,100.0,N,SITE
SJM,The J.M. Smucker Company Common Stock,N,SJM,N,100.0,N,SJM
SJT,San Juan Basin Royalty Trust Common Stock,N,SJT,N,100.0,N,SJT
SKE,Skeena Resources Limited Common Shares,N,SKE,N,100.0,N,SKE
SKIL,Skillsoft Corp. Class A Common Stock,N,SKIL,N,100.0,N,SKIL
SKLZ,Skillz Inc. Class A Common Stock,N,SKLZ,N,100.0,N,SKLZ
SKM,"SK Telecom Co., Ltd. Common Stock",N,SKM,N,100.0,N,SKM
SKT,Tanger Inc. Common Stock,N,SKT,N,100.0,N,SKT
SKY,"Champion Homes, Inc. Common Stock",N,SKY,N,100.0,N,SKY
SKYH,Sky Harbour Group Corporation Class A Common Stock,N,SKYH,N,100.0,N,SKYH
SKYH.W,"Sky Harbour Group Corporation Warrants, each whole warrant exercisable for one share of Class A common stock at an exercise price of $11.50 per share",N,SKYH.WS,N,100.0,N,SKYH+
SLB,Schlumberger N.V. Common Stock,N,SLB,N,100.0,N,SLB
SLF,Sun Life Financial Inc. Common Stock,N,SLF,N,100.0,N,SLF
SLG,SL Green Realty Corp Common Stock,N,SLG,N,100.0,N,SLG
SLG$I,SL Green Realty Corporation Preferred Series I,N,SLGpI,N,100.0,N,SLG-I
SLGN,Silgan Holdings Inc. Common Stock,N,SLGN,N,100.0,N,SLGN
SLNZ,TCW Senior Loan ETF,N,SLNZ,Y,100.0,N,SLNZ
SLQT,"SelectQuote, Inc. Common Stock",N,SLQT,N,100.0,N,SLQT
SLVM,Sylvamo Corporation Common Stock,N,SLVM,N,100.0,N,SLVM
SM,SM Energy Company Common Stock,N,SM,N,100.0,N,SM
SMA,"SmartStop Self Storage REIT, Inc. Common Stock",N,SMA,N,100.0,N,SMA
SMBK,"SmartFinancial, Inc. Common Stock",N,SMBK,N,100.0,N,SMBK
SMC,Summit Midstream Corporation Common Stock,N,SMC,N,100.0,N,SMC
SMFG,Sumitomo Mitsui Financial Group Inc Unsponsored American Depositary Shares (Japan),N,SMFG,N,100.0,N,SMFG
SMG,Scotts Miracle-Gro Company (The) Common Stock,N,SMG,N,100.0,N,SMG
SMHI,SEACOR Marine Holdings Inc. Common Stock ,N,SMHI,N,100.0,N,SMHI
SMP,"Standard Motor Products, Inc. Common Stock",N,SMP,N,100.0,N,SMP
SMR,NuScale Power Corporation Class A Common Stock,N,SMR,N,100.0,N,SMR
SMRT,"SmartRent, Inc. Class A Common Stock",N,SMRT,N,100.0,N,SMRT
SMWB,Similarweb Ltd. Ordinary Shares,N,SMWB,N,100.0,N,SMWB
SN,"SharkNinja, Inc. Ordinary Shares",N,SN,N,100.0,N,SN
SNA,Snap-On Incorporated Common Stock,N,SNA,N,100.0,N,SNA
SNAP,Snap Inc. Class A Common Stock,N,SNAP,N,100.0,N,SNAP
SNDA,"Sonida Senior Living, Inc. Common Stock",N,SNDA,N,100.0,N,SNDA
SNDR,"Schneider National, Inc. Common Stock",N,SNDR,N,100.0,N,SNDR
SNN,"Smith & Nephew SNATS, Inc. Common Stock",N,SNN,N,100.0,N,SNN
SNOW,Snowflake Inc. Common Stock,N,SNOW,N,100.0,N,SNOW
SNV,Synovus Financial Corp. Common Stock,N,SNV,N,100.0,N,SNV
SNV$D,"Synovus Financial Corp. Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock, Series D Liquation Preference $25.00 per Share",N,SNVpD,N,100.0,N,SNV-D
SNV$E,"Synovus Financial Corp. 5.875% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock, Series E",N,SNVpE,N,100.0,N,SNV-E
SNX,TD SYNNEX Corporation Common Stock,N,SNX,N,100.0,N,SNX
SO,Southern Company (The) Common Stock,N,SO,N,100.0,N,SO
SOBO,South Bow Corporation Common Shares,N,SOBO,N,100.0,N,SOBO
SOC,Sable Offshore Corp. Common Stock,N,SOC,N,100.0,N,SOC
SOJC,"Southern Company (The) Series 2017B 5.25% Junior Subordinated Notes due December 1, 2077",N,SOJC,N,100.0,N,SOJC
SOJD,"Southern Company (The) Series 2020A 4.95% Junior Subordinated Notes due January 30, 2080",N,SOJD,N,100.0,N,SOJD
SOJE,"Southern Company (The) Series 2020C 4.20% Junior Subordinated Notes due October 15, 2060",N,SOJE,N,100.0,N,SOJE
SOJF,"Southern Company (The) Series 2025A 6.50% Junior Subordinated Notes due March 15, 2085",N,SOJF,N,100.0,N,SOJF
SOL,"Emeren Group Ltd American Depositary Shares, each representing 10 shares",N,SOL,N,100.0,N,SOL
SOLV,Solventum Corporation Common Stock,N,SOLV,N,100.0,N,SOLV
SON,Sonoco Products Company Common Stock,N,SON,N,100.0,N,SON
SONY,Sony Group Corporation American Depositary Shares ,N,SONY,N,100.0,N,SONY
SOR,"Source Capital, Inc. Cmn Shs of BI",N,SOR,N,100.0,N,SOR
